1000 56725
211 824 3
700 476 7
903 383 4
120 745 10
324 835 9
510 384 10
893 991 2
654 567 1
844 784 4
593 632 4
111 891 10
662 357 1
148 71 1
845 507 6
117 2 6
152 119 9
538 605 10
516 734 8
548 175 1
359 831 10
722 141 7
116 146 10
266 307 7
906 618 6
371 528 5
140 677 5
612 341 3
248 870 1
836 918 3
813 398 1
540 195 3
523 532 6
711 841 6
480 991 3
74 669 7
323 302 4
140 111 6
577 974 10
791 835 10
441 406 4
48 566 1
382 239 1
508 127 10
914 140 2
754 452 1
664 571 10
765 853 7
558 422 6
205 857 6
868 931 3
334 809 1
478 264 1
477 504 6
760 787 5
197 466 4
380 509 6
961 316 10
798 785 5
923 543 3
327 899 8
646 200 8
876 52 2
249 868 4
458 429 3
645 579 3
672 642 1
533 808 7
245 364 9
96 214 5
10 835 7
934 730 6
148 625 8
848 797 10
479 283 7
376 568 1
445 261 9
938 210 10
415 229 4
655 291 3
861 600 6
194 786 9
702 798 4
258 934 3
138 739 2
578 225 7
582 261 1
734 841 8
550 467 2
429 1 6
654 856 2
390 903 5
345 780 9
240 785 9
950 792 4
260 50 7
595 42 2
581 860 8
502 379 1
28 299 9
372 284 3
493 53 7
457 931 6
540 218 7
2 180 1
188 786 9
816 107 4
474 16 1
80 217 8
770 488 9
849 938 10
138 86 6
165 795 2
48 667 3
81 303 6
186 820 4
939 365 2
557 195 1
332 652 1
917 559 5
664 965 10
852 528 9
837 78 1
33 329 10
987 761 5
794 969 8
197 622 10
615 805 5
413 53 3
115 309 7
804 178 1
286 746 10
762 346 2
54 817 3
59 875 3
279 3 10
331 738 1
375 12 5
318 435 7
361 642 4
864 235 9
130 715 8
18 445 6
359 746 10
686 867 9
930 451 8
326 426 7
471 154 2
787 335 7
69 486 7
183 694 1
338 137 2
399 310 3
633 944 2
717 593 6
810 963 4
845 792 6
68 478 10
501 915 3
245 796 4
995 688 2
947 655 2
671 904 10
743 138 7
43 66 10
187 991 9
615 355 1
770 240 2
706 339 1
190 65 8
187 226 9
879 44 4
892 476 9
25 679 8
820 603 4
782 931 4
436 915 1
856 90 2
730 137 4
123 90 7
730 939 5
425 79 4
283 530 5
39 291 5
124 986 9
465 33 9
749 660 2
580 408 10
218 110 7
41 187 2
908 849 9
989 226 5
54 593 2
97 213 7
515 355 1
985 549 4
53 305 8
603 30 3
658 86 5
519 423 8
813 133 9
9 365 5
368 27 3
271 847 5
268 648 3
438 422 9
823 224 5
383 274 4
126 946 9
28 355 5
838 206 4
134 227 1
996 204 8
871 467 3
915 886 4
967 643 8
325 14 4
638 871 2
884 871 10
248 539 8
380 498 3
121 968 1
886 10 1
84 874 6
272 993 7
158 115 8
478 613 10
517 463 9
913 739 4
424 761 7
113 326 1
266 269 5
816 960 5
469 803 6
880 550 5
1 978 4
117 91 7
132 813 9
744 442 8
827 985 2
15 192 4
43 146 3
966 921 6
601 798 1
846 370 6
844 933 4
938 963 2
230 343 5
823 122 10
19 768 5
244 68 3
105 489 4
46 671 1
370 327 2
649 192 7
121 282 3
255 138 4
548 550 6
961 311 5
323 178 7
346 172 5
503 753 4
623 23 6
823 25 7
573 481 3
558 221 1
156 797 1
424 520 10
949 95 5
679 218 5
717 563 6
333 590 2
672 153 2
110 827 6
223 398 5
90 443 7
673 402 6
89 984 9
206 654 8
474 147 9
186 216 6
615 445 6
266 956 2
292 347 5
764 432 10
57 645 7
911 329 9
564 237 10
830 121 7
815 248 3
406 210 1
467 942 5
820 479 10
904 38 5
960 938 6
239 878 8
67 958 5
563 355 10
867 167 8
192 718 2
218 786 6
907 559 1
537 459 6
903 817 8
599 413 3
814 271 9
91 411 5
482 185 7
564 72 10
190 362 5
392 292 5
639 176 10
774 556 2
887 285 8
251 60 9
392 169 7
152 111 5
543 956 4
417 216 6
64 591 6
655 422 7
21 378 3
56 990 6
444 943 8
885 686 3
868 265 2
982 663 8
653 244 9
276 866 2
686 400 6
452 453 4
344 722 5
259 16 9
919 865 4
227 946 9
687 804 9
956 328 5
853 230 8
905 769 1
706 832 10
96 803 10
426 166 1
459 301 1
323 853 7
95 175 1
452 860 1
49 769 1
492 248 10
767 692 8
567 461 5
118 24 4
176 750 3
952 913 3
667 206 5
13 264 9
390 426 5
789 445 2
316 599 8
691 793 4
560 500 6
544 335 6
44 691 10
484 106 6
916 961 3
151 900 1
271 733 1
219 536 2
108 179 3
724 418 7
36 234 7
536 81 4
554 448 4
62 810 7
987 657 9
110 944 10
817 124 9
805 85 7
845 64 3
653 91 10
92 287 9
740 475 9
400 767 2
299 618 6
938 646 6
543 759 6
979 323 6
173 540 10
436 13 6
908 264 9
789 291 3
625 914 9
79 18 6
372 603 1
864 562 7
693 697 5
309 349 2
102 307 9
683 832 2
971 937 2
992 850 8
866 999 3
460 73 6
220 253 4
684 566 7
471 759 9
685 50 5
327 639 1
198 915 6
320 973 7
437 813 5
502 34 6
332 489 7
591 79 3
603 157 2
702 157 1
190 124 2
929 102 3
710 621 10
537 206 6
600 2 4
730 377 3
916 537 7
37 919 9
790 950 7
866 915 5
813 664 3
264 375 8
224 425 9
226 411 7
671 481 7
263 601 9
461 554 9
482 191 3
606 369 6
168 376 10
226 20 6
539 884 1
685 296 9
1 656 7
903 870 1
344 371 8
29 1 8
218 146 5
218 903 2
610 993 9
354 626 3
366 230 2
133 652 9
725 149 3
868 309 6
269 373 8
714 594 8
134 680 7
40 177 4
49 265 10
53 82 1
610 796 2
178 978 10
176 542 9
33 379 7
78 244 7
62 297 6
118 856 8
412 315 7
422 302 3
338 888 2
173 490 10
711 947 5
184 541 10
416 204 6
699 968 3
159 462 8
212 867 9
462 409 7
124 751 8
322 755 5
993 577 9
82 36 8
693 360 10
9 429 8
122 847 9
476 83 7
982 307 8
843 343 4
675 755 4
791 308 2
733 984 3
574 575 10
664 509 3
711 238 7
458 796 1
352 627 5
406 728 7
974 725 4
950 884 8
399 976 4
125 487 1
599 779 3
852 88 1
611 646 8
234 878 2
485 875 8
807 303 3
250 504 9
401 628 8
702 893 9
244 84 2
606 819 4
124 610 9
59 489 5
93 747 3
782 708 10
634 82 5
335 61 8
839 996 9
699 408 9
467 308 10
552 447 5
62 944 5
626 658 6
540 547 6
959 166 3
13 623 1
858 45 6
732 195 10
699 546 8
243 291 6
25 30 1
928 310 10
104 446 7
254 386 7
596 633 3
422 375 7
941 993 7
209 270 10
888 10 6
296 558 10
432 187 7
451 732 5
313 187 7
675 204 8
687 406 3
798 427 7
397 677 1
22 822 7
118 90 10
798 831 2
783 581 6
245 996 9
168 455 2
380 62 3
291 114 7
848 267 6
757 1 4
191 947 3
593 946 7
315 701 1
737 234 7
551 44 5
46 556 4
209 848 1
376 633 3
793 115 1
878 129 6
298 913 10
136 838 7
856 323 4
14 911 9
569 398 1
786 321 5
175 159 3
690 172 10
985 338 2
772 930 1
489 449 5
545 244 10
446 182 4
210 89 3
893 217 1
82 840 3
371 128 5
399 855 6
146 876 7
816 743 10
191 110 4
852 342 6
939 481 8
513 761 6
687 671 10
119 432 4
576 435 4
139 903 3
345 9 5
757 459 6
828 649 6
438 788 2
35 669 7
523 225 1
436 458 7
905 857 5
944 913 5
538 143 10
158 69 2
953 475 3
617 693 6
50 656 10
814 608 5
971 795 3
110 494 10
903 460 10
591 666 1
390 710 3
704 800 10
690 597 9
94 177 8
539 627 7
332 319 7
676 650 2
10 339 2
589 892 8
732 68 4
316 332 9
252 382 3
177 274 6
781 787 2
687 184 8
568 79 5
929 335 2
80 474 6
506 868 10
841 235 8
114 804 4
546 439 2
253 521 5
314 13 10
237 234 1
344 365 5
651 369 8
543 698 7
672 358 5
926 823 6
125 929 8
654 134 7
703 126 2
978 219 7
424 896 9
707 320 1
88 92 2
340 458 2
563 253 9
877 251 3
721 147 8
210 807 10
95 79 10
134 802 10
798 260 2
15 229 8
1000 6 8
98 385 6
427 596 3
14 783 10
297 943 3
758 639 5
352 22 3
319 376 6
172 54 6
337 600 9
646 547 10
627 888 9
762 256 4
792 946 7
947 723 7
820 815 6
681 878 1
32 508 2
170 238 2
400 728 7
709 177 10
182 234 7
655 741 9
565 847 4
726 425 9
398 674 10
321 563 8
761 176 1
528 803 7
486 790 4
986 73 7
766 770 1
483 477 1
24 137 4
130 435 5
731 628 8
377 661 7
286 477 2
102 241 10
916 25 9
26 480 2
966 960 8
826 740 10
35 909 9
126 985 3
172 67 7
428 100 9
164 347 7
192 518 4
530 314 3
465 783 9
364 1 9
698 661 9
860 877 5
147 852 3
692 750 7
54 340 10
93 11 6
38 727 10
112 565 7
95 180 1
822 631 5
411 929 9
310 873 1
336 614 3
41 324 10
209 499 7
739 866 4
266 958 3
410 585 4
498 287 9
58 269 5
595 107 5
881 295 1
599 581 8
109 424 9
805 688 8
352 820 7
265 244 5
459 87 8
792 15 4
766 31 5
268 788 8
871 334 3
555 663 2
922 203 3
110 422 1
757 331 2
727 364 6
387 536 6
894 393 2
904 166 8
125 486 9
494 466 5
436 213 2
653 18 1
485 500 3
641 980 7
978 201 5
847 598 6
635 898 9
224 183 8
178 141 6
324 719 8
815 324 8
898 674 5
876 880 1
212 821 9
875 533 9
265 262 5
926 544 7
546 787 8
111 878 5
437 312 5
808 351 3
10 891 5
582 998 2
723 903 9
603 364 10
409 851 4
602 517 4
421 778 2
667 562 5
667 710 9
683 53 8
581 130 5
267 466 10
871 821 5
31 554 6
843 626 10
915 678 8
949 706 7
138 941 8
251 559 3
103 166 3
558 842 3
942 846 3
836 881 5
671 166 2
130 475 3
825 298 1
655 505 4
296 6 6
711 469 3
560 183 10
197 431 5
261 293 6
264 519 4
966 335 4
108 395 9
567 96 3
321 158 3
747 24 7
852 701 9
422 833 9
67 258 2
511 764 9
52 475 2
55 232 2
3 412 1
221 198 7
363 160 4
135 168 5
47 591 6
207 755 5
532 291 9
515 415 9
306 985 3
323 768 9
658 151 3
907 234 1
123 601 7
548 628 6
428 274 4
613 116 8
990 598 1
842 726 2
569 213 5
175 220 9
502 299 10
877 160 3
591 150 6
952 325 9
407 142 5
940 40 9
201 41 6
755 589 6
612 805 3
788 149 6
219 141 10
849 65 10
366 545 8
130 646 8
988 684 4
510 109 8
489 385 3
472 688 10
478 70 8
177 485 2
114 977 3
822 865 6
504 415 4
71 332 3
160 135 6
249 23 5
512 362 5
776 3 4
12 679 10
754 879 4
751 571 4
731 591 7
586 20 2
193 628 10
484 662 6
394 51 5
514 756 1
636 316 1
462 741 1
536 517 8
860 249 9
486 230 4
321 100 7
809 258 6
432 871 7
94 519 2
204 593 4
398 721 6
93 685 5
324 648 2
496 992 2
112 426 7
698 138 7
728 763 4
941 768 4
805 241 4
75 995 8
940 833 1
288 723 7
674 841 8
718 788 8
226 857 7
211 696 6
222 356 3
829 146 3
537 413 1
866 794 8
588 401 4
879 618 4
748 835 5
579 439 4
429 78 4
600 776 6
797 161 6
818 793 5
520 99 1
450 520 3
642 354 7
42 970 1
912 500 4
617 680 7
357 819 2
167 246 8
773 564 10
633 164 8
981 290 6
353 789 8
450 93 7
267 89 10
356 634 1
980 183 1
983 899 2
429 335 7
698 248 1
814 404 7
974 852 5
809 179 8
462 729 9
372 630 1
788 511 5
488 141 2
388 460 6
494 470 10
244 710 7
904 992 9
778 236 8
477 833 10
463 329 7
811 786 5
417 44 8
798 744 3
987 322 5
77 514 5
989 793 8
867 717 4
778 501 8
2 477 3
913 375 1
807 892 2
785 286 4
348 429 7
403 198 4
880 741 5
498 964 10
128 335 8
870 227 6
980 572 4
739 160 4
889 716 5
156 304 3
359 250 5
547 27 1
87 259 3
396 502 9
294 61 7
264 166 6
242 450 1
342 214 9
148 507 3
360 952 10
502 384 10
607 383 1
278 261 4
757 530 4
841 143 8
813 771 10
171 704 3
52 80 5
779 690 10
910 258 2
796 234 9
916 501 2
13 869 5
200 941 8
636 790 10
55 592 2
252 265 5
489 798 6
830 814 7
586 436 9
694 158 4
369 883 4
814 856 1
129 21 6
18 129 9
244 515 5
542 765 1
118 592 10
812 541 7
979 12 9
769 984 8
240 241 10
717 469 6
586 688 5
506 660 4
771 809 2
899 409 3
259 320 5
706 410 7
83 991 5
389 366 1
601 21 4
958 606 4
633 289 2
242 838 7
645 456 2
835 697 6
324 267 7
106 637 1
859 375 2
899 628 9
90 934 8
647 677 5
298 595 8
166 833 10
483 203 9
303 967 4
206 751 2
157 472 3
427 761 5
862 812 9
731 8 2
268 636 8
662 53 1
939 716 9
306 594 5
208 32 5
318 52 5
662 40 4
92 810 10
432 130 5
676 717 3
184 552 7
250 483 8
912 22 8
645 931 8
407 125 2
112 299 10
40 361 7
848 359 1
889 91 10
356 391 10
526 960 6
500 562 8
747 616 6
495 688 9
76 442 3
890 950 10
129 343 10
936 508 8
999 689 7
673 546 8
194 788 7
754 999 1
202 22 10
726 73 8
939 422 6
939 462 6
988 855 6
520 262 10
123 906 9
525 298 2
373 144 8
525 191 1
483 298 3
493 26 1
798 698 2
762 650 9
287 989 6
369 802 10
222 535 3
864 402 5
182 61 7
62 719 4
408 218 8
187 544 7
830 710 4
927 583 3
526 132 6
848 665 10
61 962 3
643 670 8
207 272 1
367 272 6
930 771 4
652 444 6
380 788 7
803 555 3
435 664 8
762 721 9
873 213 5
978 274 3
507 316 1
350 46 6
887 981 6
644 257 6
557 504 3
592 876 4
881 29 7
427 16 10
751 224 6
512 113 10
124 540 2
489 383 2
588 881 2
943 412 8
912 17 10
482 144 8
70 732 2
961 94 5
27 65 3
223 857 10
812 235 4
19 142 8
482 564 3
587 903 2
55 355 6
902 183 6
43 880 2
96 478 8
197 632 8
200 665 7
522 588 10
209 967 3
917 976 7
621 162 4
298 704 9
16 322 3
84 245 9
574 582 10
847 988 7
339 316 10
891 847 6
550 282 8
613 409 2
545 249 3
496 735 3
575 392 10
411 812 7
421 777 4
137 656 3
612 853 2
582 204 8
410 320 10
149 134 10
32 37 3
472 496 2
187 733 8
92 708 8
45 546 6
666 923 8
753 254 2
993 394 10
208 99 6
330 187 9
779 116 3
503 705 1
122 103 3
671 860 5
993 936 1
381 465 4
610 310 7
407 425 10
681 766 7
234 595 5
803 153 9
164 837 4
755 13 1
445 543 2
224 579 7
344 137 9
50 905 9
750 609 10
747 41 4
152 630 6
153 520 5
120 845 6
598 207 7
494 293 3
667 641 5
633 322 4
150 436 8
505 816 4
88 807 6
388 151 6
897 171 6
444 100 9
150 772 6
441 541 3
271 325 8
32 105 3
152 194 4
956 427 4
956 515 5
535 148 5
885 974 1
356 811 3
888 891 6
527 948 8
64 756 8
80 257 7
626 1 6
318 701 1
578 339 5
312 283 6
330 720 4
210 594 9
958 509 3
832 528 3
668 537 5
720 115 7
848 610 5
201 792 8
907 272 6
966 425 3
216 314 10
913 993 2
535 132 6
355 560 10
88 955 1
561 723 5
415 54 10
835 552 5
210 781 4
988 549 10
881 249 10
840 816 8
783 596 9
945 38 1
271 209 3
10 936 1
914 521 2
731 354 7
452 981 6
28 492 6
672 949 7
152 946 6
493 286 6
665 706 1
965 12 6
474 354 9
22 293 4
912 671 10
474 712 6
167 216 4
776 389 3
338 681 4
516 71 6
512 215 8
755 597 7
609 492 4
679 878 6
484 642 10
64 429 8
407 128 4
766 974 7
685 850 4
192 246 6
630 455 6
855 639 7
401 777 9
813 626 10
591 900 2
515 451 8
529 679 10
1000 57 7
671 383 5
720 696 1
962 677 2
31 260 8
410 671 6
781 360 5
337 222 10
460 273 6
173 143 6
61 112 1
149 608 3
527 575 10
444 242 5
63 664 10
914 201 4
743 913 9
360 358 9
915 300 7
587 417 3
166 510 10
653 285 2
28 754 5
242 425 9
66 438 5
372 295 7
612 309 8
365 427 5
939 125 7
461 442 2
885 531 5
370 408 4
840 715 3
412 600 8
149 6 3
303 589 8
128 266 7
755 900 10
364 428 7
642 653 3
279 836 3
606 203 10
988 950 1
383 43 6
618 321 6
466 932 1
361 479 9
382 993 8
836 531 2
528 743 1
570 609 9
383 75 8
124 311 7
650 943 6
442 111 6
555 873 7
866 654 5
591 73 5
712 972 10
608 572 6
401 901 7
423 879 9
45 412 8
999 779 4
312 201 3
224 215 2
541 326 9
937 308 10
914 281 5
771 486 8
920 337 3
715 312 10
792 104 6
466 10 2
570 176 9
152 659 1
954 692 9
914 823 2
359 961 10
156 537 6
363 179 3
809 530 6
56 193 5
31 258 3
383 525 4
691 980 5
754 521 7
977 580 10
274 823 2
422 207 4
799 455 4
407 175 10
382 135 3
638 278 9
195 767 7
290 998 7
86 867 1
526 449 10
70 372 7
421 114 8
670 92 6
134 101 10
785 661 5
827 352 6
70 980 3
545 326 4
515 28 1
589 370 9
935 487 6
598 614 7
742 863 5
218 267 3
41 171 2
482 563 4
989 473 7
171 453 1
737 568 5
96 958 7
481 767 2
251 267 10
834 645 3
853 722 4
114 180 9
18 251 6
626 145 4
488 644 8
881 445 10
695 306 6
48 492 8
790 612 10
66 841 6
595 336 2
147 623 7
210 87 4
287 460 3
869 303 2
7 717 4
884 765 5
425 634 1
437 49 6
217 4 4
123 148 9
779 865 8
841 770 1
278 832 1
213 982 9
802 900 3
680 46 3
194 573 2
335 341 4
284 389 6
437 101 1
544 706 10
394 20 6
553 528 2
695 44 6
420 853 3
733 299 3
768 226 5
16 225 6
680 260 6
896 344 10
216 814 3
469 358 8
648 775 10
834 103 10
191 387 9
95 278 9
894 397 3
690 921 2
614 452 5
766 170 10
606 561 6
795 398 4
172 988 3
796 967 8
756 969 10
972 589 5
289 815 2
695 298 7
138 581 3
384 907 6
218 409 9
114 369 4
76 946 4
590 473 2
174 148 10
206 799 6
41 697 4
997 101 9
639 423 8
285 130 9
650 488 4
51 853 2
562 149 3
241 594 6
697 131 8
225 309 4
567 415 4
917 945 9
896 737 10
503 335 6
351 150 4
779 405 2
92 227 6
91 662 4
140 668 8
629 888 3
453 214 7
457 963 8
661 79 8
431 854 7
982 887 8
382 780 2
304 975 8
447 730 5
137 785 2
168 480 5
658 910 5
623 962 3
654 66 3
591 719 3
657 694 1
45 706 6
426 464 2
857 782 3
924 217 9
853 335 2
503 469 1
361 691 7
336 544 6
973 56 1
607 187 9
196 678 9
135 849 10
881 480 2
570 899 9
296 314 6
361 548 10
746 480 5
93 687 7
291 690 10
182 587 2
508 559 4
913 315 9
204 792 7
386 397 10
808 234 9
715 898 5
514 256 8
240 858 2
575 494 10
68 607 6
787 307 9
706 453 5
331 638 7
673 225 2
906 629 2
764 479 1
267 553 8
349 765 4
395 482 8
658 405 2
523 738 6
359 712 2
89 147 2
840 141 6
568 791 1
858 332 3
985 941 8
911 273 7
365 207 5
496 842 2
863 333 6
586 79 1
222 643 10
366 84 1
444 507 4
458 744 1
982 449 5
517 439 6
670 609 6
56 178 8
798 769 7
878 73 3
98 30 4
571 867 6
842 437 1
104 291 8
214 943 8
358 685 7
518 765 6
948 933 7
296 525 10
562 453 3
268 417 2
897 358 7
944 828 6
158 877 2
929 395 6
655 478 7
573 542 5
117 335 8
751 690 6
774 845 2
233 933 4
123 383 8
704 542 5
861 348 6
192 728 1
862 297 7
487 320 3
93 498 8
829 740 8
641 827 9
684 140 2
107 308 10
467 622 3
644 607 10
81 700 6
964 991 5
977 306 8
902 542 7
783 77 10
505 572 4
239 928 2
691 564 1
534 450 6
924 11 3
512 766 1
189 201 4
954 461 10
72 472 8
389 19 3
406 360 8
114 843 1
793 207 6
566 993 8
22 875 7
525 820 5
257 406 2
709 591 5
956 207 8
918 396 6
990 478 2
733 268 10
67 301 5
833 289 7
469 394 8
853 671 8
611 195 7
408 860 7
484 889 7
306 226 6
857 809 5
924 139 1
55 817 4
8 430 7
120 410 5
184 353 6
560 752 5
757 693 9
30 986 7
525 154 8
167 685 4
731 155 2
506 775 9
387 964 4
79 201 1
518 928 10
974 668 4
94 286 9
24 696 9
932 152 2
555 941 1
910 751 9
601 419 6
621 33 4
613 697 6
684 260 9
39 101 10
375 245 8
810 748 5
745 739 6
764 54 1
278 660 5
984 621 3
105 266 1
579 945 4
440 517 6
394 330 4
922 732 2
549 902 9
558 249 10
214 638 5
570 988 2
854 891 7
348 831 1
470 561 4
267 694 5
535 161 9
727 49 3
797 627 8
406 163 1
530 278 3
660 853 5
949 783 1
215 394 6
333 410 6
507 277 7
670 125 9
758 913 6
71 169 9
336 524 6
648 548 5
123 199 5
682 463 1
464 236 2
121 981 5
641 175 3
707 146 5
628 26 3
267 53 1
274 736 6
794 502 10
117 821 4
488 486 10
744 791 8
600 452 2
349 406 5
947 62 2
296 574 10
904 455 5
922 962 5
385 884 1
806 421 9
748 658 8
121 637 6
434 570 8
581 73 6
125 459 8
318 466 2
145 987 10
121 258 6
81 669 9
621 846 4
484 444 4
9 65 5
880 306 6
957 887 8
902 589 4
745 20 6
972 935 6
418 836 8
700 26 10
2 988 8
961 648 3
163 916 2
810 661 5
712 805 10
21 825 1
316 393 10
695 316 1
163 417 2
768 843 2
332 966 7
847 125 9
505 264 4
262 522 4
567 113 10
718 481 9
682 13 3
26 453 10
928 319 5
447 469 2
210 72 2
359 472 3
531 719 4
911 825 2
433 841 1
578 568 5
444 754 4
23 7 3
276 469 2
696 65 6
53 459 8
421 908 8
626 196 1
795 585 2
2 694 6
957 823 6
63 817 9
976 105 9
28 487 1
691 541 4
858 779 2
575 239 2
951 249 4
980 682 2
632 634 8
577 76 9
332 552 4
940 860 6
655 161 9
702 788 7
640 769 9
27 905 8
621 735 9
432 80 5
418 31 9
92 5 5
160 91 1
435 348 4
220 202 4
966 889 10
298 964 9
986 786 7
661 671 8
155 772 4
215 948 5
473 438 1
808 27 5
969 858 8
592 41 10
580 624 4
955 684 3
454 491 4
435 343 3
404 715 9
302 883 1
319 999 1
801 45 6
471 368 4
529 371 1
789 379 5
838 692 5
296 828 5
634 28 2
390 670 2
769 960 9
109 492 2
116 429 1
817 830 7
168 350 7
508 136 6
344 157 7
596 254 3
999 709 1
374 184 5
806 893 2
818 358 5
478 496 7
553 570 4
338 462 7
758 314 10
396 113 4
973 316 8
763 550 2
14 521 10
202 889 9
628 773 4
561 946 5
44 820 7
120 22 2
59 551 4
336 930 7
85 783 3
84 13 4
848 541 8
531 485 4
236 209 3
471 983 1
786 656 2
408 39 6
742 530 5
516 110 4
456 193 6
806 846 9
474 898 10
339 788 4
330 587 9
161 101 4
271 132 4
120 692 2
92 48 3
60 722 6
948 471 5
434 817 9
100 791 6
16 280 4
365 948 1
81 350 9
549 750 3
721 641 4
969 48 5
246 920 3
355 97 5
252 323 8
206 219 9
338 343 1
869 365 7
207 348 10
387 632 6
50 489 9
594 969 7
208 772 10
622 261 7
679 625 2
157 108 2
916 127 7
447 258 1
942 566 2
649 433 7
928 652 2
748 21 4
73 703 3
838 691 8
83 155 7
153 877 4
750 573 5
112 209 1
761 760 7
238 850 3
699 531 4
797 199 9
930 744 5
823 847 2
613 259 3
834 630 10
727 274 10
74 965 2
932 612 1
504 488 5
384 90 3
241 369 4
543 954 10
309 756 6
660 288 10
247 694 3
25 104 2
119 103 5
431 182 2
189 681 6
679 843 5
185 15 4
408 611 4
978 198 6
876 421 9
131 334 4
829 957 8
167 492 1
562 126 1
296 894 9
843 303 8
259 556 2
615 742 6
153 870 9
176 867 4
441 909 9
818 770 6
610 712 6
99 347 8
186 934 7
947 112 9
472 446 5
804 740 2
483 751 1
454 248 10
838 617 10
610 548 3
422 117 5
258 513 6
312 7 7
851 429 4
780 258 9
47 616 9
53 382 3
756 283 9
920 760 3
795 665 7
619 380 6
51 33 2
891 253 9
905 535 6
952 758 7
362 545 9
961 67 7
636 577 3
499 852 3
202 659 7
450 120 5
379 287 2
136 496 8
263 411 3
160 224 1
466 661 10
796 772 4
225 828 10
936 434 8
739 667 7
182 262 2
437 4 6
833 801 5
75 316 6
624 869 1
151 624 6
587 890 2
141 789 1
534 21 6
456 997 7
667 916 8
298 703 6
903 265 2
544 532 4
153 572 7
122 137 4
747 654 4
890 276 2
77 845 2
241 485 4
913 347 6
681 934 1
834 565 10
230 829 1
241 229 3
877 618 4
62 489 6
259 832 1
146 993 7
616 508 5
362 725 6
714 158 6
57 381 8
762 464 1
628 672 2
678 846 10
428 191 2
554 800 4
739 361 3
640 94 3
597 107 3
382 679 9
356 574 8
245 692 5
222 682 7
976 85 8
152 520 3
830 957 10
516 794 6
804 927 8
628 179 8
335 605 1
28 552 6
750 77 8
369 61 8
121 765 6
339 280 10
534 902 6
847 238 6
440 869 6
439 955 5
229 737 9
400 630 1
108 14 6
342 88 7
897 259 9
772 521 5
213 414 3
657 199 10
633 827 9
915 778 2
132 554 2
301 404 5
548 538 9
742 653 8
408 292 2
442 99 6
992 707 7
274 847 7
170 604 5
141 788 9
186 382 10
900 251 3
585 874 7
451 659 7
5 849 9
299 304 5
534 986 1
538 550 6
869 149 7
498 490 10
871 572 1
74 911 5
238 931 2
486 922 1
541 551 9
472 428 3
81 510 10
419 554 3
791 310 3
190 797 1
640 11 3
708 173 9
470 761 9
72 520 5
250 905 6
450 290 4
905 18 2
549 53 9
116 254 9
12 718 6
851 259 5
464 221 3
76 792 4
854 27 3
450 231 4
259 493 6
922 1 6
215 822 3
573 495 4
344 525 1
144 371 9
177 355 6
496 142 3
922 826 6
174 56 6
320 238 8
101 587 3
504 95 2
378 380 5
743 33 6
648 424 2
408 997 8
997 393 6
503 864 6
652 89 3
741 821 7
607 708 10
186 529 2
542 333 2
455 636 4
627 567 1
91 810 10
110 550 5
486 44 4
770 819 6
131 353 10
381 106 8
816 879 8
327 784 1
933 190 1
482 428 3
65 912 5
974 70 2
812 914 8
742 94 10
340 161 3
655 694 1
378 830 1
78 742 6
121 444 5
394 590 6
210 50 6
710 443 8
568 390 2
841 696 10
923 559 8
398 911 10
456 292 2
726 164 2
29 740 3
440 205 5
834 649 5
332 320 6
298 489 3
720 796 9
633 124 1
707 493 7
786 681 5
427 223 5
741 403 10
872 325 8
4 482 7
648 7 6
226 181 4
435 180 1
653 908 1
538 870 10
137 235 5
388 127 8
567 178 1
909 106 4
751 283 3
396 907 10
904 517 10
497 637 3
192 30 4
316 10 4
525 245 1
932 666 10
816 787 10
35 513 8
179 956 1
396 731 9
919 608 4
874 132 7
357 487 10
862 950 9
652 862 2
492 592 4
118 955 2
848 648 6
114 982 1
322 706 1
719 681 3
937 546 10
16 705 7
295 681 3
867 678 4
535 492 4
567 2 5
508 220 4
813 719 8
349 898 10
758 247 9
452 833 4
102 136 8
395 527 10
303 12 4
757 259 7
741 159 10
531 819 1
738 531 4
305 615 10
217 296 5
800 924 2
964 61 6
384 968 6
965 368 7
247 202 5
543 637 8
805 223 2
606 951 5
110 573 1
497 231 1
4 267 7
83 313 4
837 185 4
514 99 7
501 676 2
980 408 7
212 952 7
993 871 6
401 685 10
225 243 9
506 329 4
503 739 5
80 462 4
775 376 2
165 938 8
900 988 1
378 700 7
727 697 1
8 157 10
710 358 10
67 219 1
195 782 4
666 855 7
447 463 7
851 95 1
958 892 2
26 234 10
816 276 10
324 894 5
318 499 1
412 888 9
695 356 7
252 591 1
416 978 8
910 10 2
340 743 4
677 774 5
369 213 7
1000 79 3
282 887 4
471 345 9
433 424 1
922 629 7
417 209 8
59 114 2
842 10 6
46 106 9
506 47 3
546 687 5
720 407 3
69 828 6
300 641 1
456 436 6
790 574 6
361 674 6
778 749 3
726 877 4
106 642 6
462 43 2
485 316 2
401 214 8
874 191 7
631 418 9
84 972 5
719 69 7
574 98 9
46 567 2
194 391 8
32 6 9
455 210 5
23 838 2
529 200 2
428 407 9
32 730 9
658 604 3
789 948 3
126 231 2
741 288 1
204 57 2
246 610 5
760 253 3
392 774 1
195 523 1
397 466 7
485 623 2
810 807 3
285 541 9
501 405 8
928 445 10
979 436 1
129 383 6
502 337 6
980 256 4
114 300 9
827 675 10
856 801 10
735 332 4
249 99 7
858 410 10
180 755 9
764 272 4
491 168 5
106 576 1
479 840 3
462 179 5
767 192 9
